fault_id,fault_timestamp,fault_code,fault_description,fault_category,network_type,equipment_type,location,severity,customer_impact,customers_affected,service_calls_generated,resolution_timestamp,resolution_time_hours,first_time_fix,technician_type_required,estimated_revenue_impact,priority_score
F000125,2025-08-01T23:59:47.237310,814.2,Underground cable damage,Cable Fault,FIBER,Nokia 7750,Aarhus North,High,Severe,1739,185,2025-08-03T10:22:50.651820,34.38,False,Specialist,128510.24606982917,0.8187280590141603
F000126,2025-08-09T03:50:44.564894,300.5,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Esbjerg South,Low,Minimal,46,1,2025-08-09T07:13:36.989943,3.38,False,General,2965.407549667062,0.14174163469085554
F000127,2025-09-16T15:12:20.993220,300.5,Minor packet loss detected,Minor,COAX,Casa C100G,Aarhus North,Low,Minimal,28,5,2025-09-16T19:07:46.557746,3.92,False,General,1312.6126242439054,0.20449457417503733
F000128,2025-09-03T21:47:28.212821,200.2,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Odense West,Low,Minimal,3,1,2025-09-03T22:35:34.823060,0.8,False,General,101.64712568263367,0.11064079953952466
F000129,2025-07-04T21:26:20.650674,700.2,Service degradation detected,Major,COAX,Harmonic CableOS,Vejle,Medium,Moderate,463,38,2025-07-05T05:15:31.277017,7.82,False,General,22866.348639517026,0.42791965899761947
F000130,2025-07-12T12:00:26.052827,500.3,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,21,4,2025-07-12T12:35:31.910800,0.58,True,General,1199.368453919557,0.24057030253195893
F000131,2025-08-16T02:35:55.195116,500.3,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Aalborg East,Low,Minimal,2,0,2025-08-16T04:24:26.961782,1.81,True,General,142.62683538336546,0.14491829047235238
F000132,2025-07-25T04:45:33.539809,500.3,Minor packet loss detected,Minor,FIBER,Nokia 7750,Aalborg East,Low,Minimal,8,2,2025-07-25T05:48:05.044501,1.04,False,General,173.54956850542473,0.6380642286512834
F000133,2025-07-03T20:24:41.599921,600.1,High error rate on interface,Major,COAX,Casa C100G,Vejle,Medium,Moderate,77,7,2025-07-04T01:25:38.867587,5.02,True,General,2748.465844860073,0.4553361938270686
F000134,2025-07-20T13:27:22.980705,300.5,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Aalborg East,Low,Minimal,41,4,2025-07-20T17:25:53.522323,3.98,False,General,1114.8846879001328,0.12667370924807844
F000135,2025-09-02T17:44:10.719782,400.1,Signal level deviation,Minor,FIBER,Huawei MA5800,Kolding,Low,Minimal,31,4,2025-09-02T20:59:58.355531,3.26,False,General,3096.918715850687,0.4655867327062523
F000136,2025-09-11T06:00:29.835312,200.2,Signal level deviation,Minor,FIBER,Nokia 7750,Aalborg East,Low,Minimal,5,5,2025-09-11T06:58:20.891755,0.96,False,General,133.11377992952455,0.8910255142172542
F000137,2025-07-06T08:50:41.439934,100.1,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,49,0,2025-07-06T10:48:37.409710,1.97,False,General,961.6342978117297,0.7777176410101138
F000138,2025-08-06T15:33:31.155210,200.2,Low bandwidth utilization,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,9,3,2025-08-06T17:25:38.560308,1.87,True,General,596.8139694055155,0.8810381334402804
F000139,2025-09-09T23:10:22.095608,200.2,Minor packet loss detected,Minor,COAX,Arris E6000,Esbjerg South,Low,Minimal,6,2,2025-09-10T02:20:11.709085,3.16,True,General,110.16616809641127,0.38710525140624075
F000140,2025-08-31T16:05:33.618903,500.3,Low bandwidth utilization,Minor,COAX,Arris E6000,Copenhagen Central,Low,Minimal,5,1,2025-08-31T19:15:28.504699,3.17,True,General,132.18667140345198,0.2402529749956325
F000141,2025-09-28T08:08:47.538357,100.1,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,12,0,2025-09-28T12:04:29.745072,3.93,True,General,1052.0615356973976,0.3041105097169166
F000142,2025-08-26T01:51:50.471562,815.5,Cable cut detected,Cable Fault,COAX,Harmonic CableOS,Horsens,High,Severe,3519,361,2025-08-27T12:28:00.360910,34.6,False,Specialist,42523.975025886226,0.8986933372418447
F000143,2025-07-26T05:18:00.798923,500.3,Routine maintenance alert,Minor,FIBER,Juniper MX960,Roskilde,Low,Minimal,21,0,2025-07-26T06:40:34.295510,1.38,False,General,1295.0112308496903,0.9854346749928048
F000144,2025-07-07T06:54:58.876883,900.1,Multiple customer complaints,Major,FIBER,Huawei MA5800,Vejle,Medium,Moderate,182,26,2025-07-07T16:05:34.859810,9.18,False,General,15686.965499743386,0.47814960695274705
F000145,2025-08-19T12:19:33.237555,600.1,Multiple customer complaints,Major,FIBER,Huawei MA5800,Aalborg East,Medium,Moderate,351,24,2025-08-19T14:31:23.293096,2.2,False,General,17576.985975047177,0.6923635766479574
F000146,2025-07-16T17:29:57.792780,815.5,Fiber break in main trunk,Cable Fault,FIBER,Nokia 7750,Kolding,High,Severe,774,146,2025-07-18T10:39:10.862616,41.15,False,Specialist,59484.256884164344,0.8138617612592077
F000147,2025-09-25T14:27:17.509049,400.1,Signal level deviation,Minor,FIBER,Nokia 7750,Odense West,Low,Minimal,1,1,2025-09-25T15:59:08.849301,1.53,True,General,71.33586390332252,0.7159254814939765
F000148,2025-07-25T19:18:29.671993,100.1,Configuration drift,Minor,FIBER,Juniper MX960,Esbjerg South,Low,Minimal,24,1,2025-07-25T22:15:16.509390,2.95,False,General,723.1124219178319,0.43782943635266536
F000149,2025-08-13T17:51:32.986144,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Copenhagen Central,Low,Minimal,16,3,2025-08-13T20:01:10.943909,2.16,False,General,189.72115731709943,0.49611469564386323
F000150,2025-09-28T15:27:52.852490,500.3,Signal level deviation,Minor,COAX,Casa C100G,Silkeborg,Low,Minimal,31,5,2025-09-28T16:52:54.506529,1.42,False,General,1480.77217236726,0.5943424412211352
F000151,2025-08-01T14:03:03.004612,150.4,Power supply fluctuation,Major,FIBER,Nokia 7750,Aarhus North,Medium,Moderate,341,50,2025-08-01T18:01:46.573462,3.98,True,General,10874.093821901071,0.7852131061953428
F000152,2025-08-30T15:31:02.733069,500.3,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,43,0,2025-08-30T17:34:57.965380,2.07,True,General,4138.013926380261,0.11347668920694777
F000153,2025-07-17T12:42:11.129398,500.3,Low bandwidth utilization,Minor,COAX,Arris E6000,Aalborg East,Low,Minimal,1,5,2025-07-17T15:12:13.386175,2.5,False,General,16.23340938789746,0.8683755109095992
F000154,2025-07-07T14:17:38.941354,400.1,Minor packet loss detected,Minor,COAX,Arris E6000,Aalborg East,Low,Minimal,19,4,2025-07-07T16:54:31.117373,2.61,True,General,911.2234210784254,0.4381111122199627
F000155,2025-08-27T15:45:25.217226,400.1,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Aarhus North,Low,Minimal,19,0,2025-08-27T18:51:56.151603,3.11,False,General,331.7674835443116,0.2504967655329089
F000156,2025-09-16T21:12:58.764261,300.5,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Kolding,Low,Minimal,17,5,2025-09-17T00:06:29.012950,2.89,False,General,773.0443659865874,0.11965107507350886
F000157,2025-09-13T02:32:39.996460,400.1,Signal level deviation,Minor,FIBER,Huawei MA5800,Horsens,Low,Minimal,16,3,2025-09-13T03:46:06.140729,1.22,True,General,1545.6880806542376,0.6909033929671125
F000158,2025-09-10T09:36:54.836275,400.1,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,9,1,2025-09-10T10:46:40.903785,1.16,False,General,248.5554321510577,0.6810395309195554
F000159,2025-07-27T23:17:47.493145,800.3,Service degradation detected,Major,FIBER,Nokia 7750,Aarhus North,Medium,Moderate,146,39,2025-07-28T03:39:16.785078,4.36,False,General,2244.7695674998627,0.6140445766759977
F000160,2025-09-01T21:56:20.533800,200.2,Configuration drift,Minor,FIBER,Nokia 7750,Copenhagen Central,Low,Minimal,42,3,2025-09-01T23:08:09.800166,1.2,True,General,2731.167365076983,0.4340021924819182
F000161,2025-09-24T02:09:46.963993,900.1,High error rate on interface,Major,COAX,Cisco cBR-8,Odense West,Medium,Moderate,209,49,2025-09-24T04:31:30.418507,2.36,False,General,14137.585878264641,0.43032587367189135
F000162,2025-09-04T09:44:16.903150,500.3,Low bandwidth utilization,Minor,COAX,Arris E6000,Horsens,Low,Minimal,46,1,2025-09-04T12:32:50.613049,2.81,True,General,3415.5734691039106,0.7084688553756947
F000163,2025-09-23T04:42:59.568628,500.3,Configuration drift,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,17,3,2025-09-23T05:40:41.282473,0.96,True,General,713.2950567695713,0.8785095151246594
F000164,2025-09-07T21:39:23.178030,815.5,Fiber break in main trunk,Cable Fault,FIBER,Cisco ASR9000,Copenhagen Central,High,Severe,802,369,2025-09-09T03:19:08.948811,29.66,False,Specialist,66838.46834807826,0.8071509236992168
F000165,2025-07-18T05:01:05.312781,900.1,Service degradation detected,Major,COAX,Casa C100G,Kolding,Medium,Moderate,86,34,2025-07-18T08:55:54.747595,3.91,False,General,3721.2987290048995,0.7210585085238435
F000166,2025-08-03T00:21:37.550477,800.3,Service degradation detected,Major,FIBER,Nokia 7750,Roskilde,Medium,Moderate,106,8,2025-08-03T10:29:10.608659,10.13,False,General,9346.102459604901,0.5324668174330371
F000167,2025-09-29T01:51:12.549528,600.1,Power supply fluctuation,Major,COAX,Arris E6000,Copenhagen Central,Medium,Moderate,100,21,2025-09-29T06:57:51.179372,5.11,False,General,7425.017301584803,0.4020062132792568
F000168,2025-07-13T17:17:35.684211,500.3,Signal level deviation,Minor,FIBER,Cisco ASR9000,Silkeborg,Low,Minimal,5,1,2025-07-13T17:53:23.642632,0.6,False,General,247.95974333990247,0.7968824755496261
F000169,2025-09-12T16:10:17.302691,500.3,Routine maintenance alert,Minor,COAX,Arris E6000,Vejle,Low,Minimal,46,4,2025-09-12T19:22:41.154216,3.21,True,General,2201.3970333959296,0.5965321122703514
F000170,2025-08-26T16:58:43.702086,400.1,Minor packet loss detected,Minor,COAX,Casa C100G,Kolding,Low,Minimal,49,3,2025-08-26T20:05:47.826199,3.12,False,General,3672.2751146136143,0.7747934085261161
F000171,2025-07-12T22:15:13.548840,800.3,Power supply fluctuation,Major,COAX,Harmonic CableOS,Esbjerg South,Medium,Moderate,188,6,2025-07-13T03:31:30.926000,5.27,False,General,4981.25521710703,0.5886623916839588
F000172,2025-07-11T14:14:25.033492,300.5,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Kolding,Low,Minimal,20,1,2025-07-11T14:52:40.065364,0.64,False,General,736.1900128472755,0.7811904328101176
F000173,2025-08-08T11:54:25.908575,200.2,Signal level deviation,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,13,5,2025-08-08T15:19:46.587494,3.42,False,General,381.6188809749668,0.21141755120888184
F000174,2025-07-13T17:53:33.349013,200.2,Routine maintenance alert,Minor,COAX,Arris E6000,Silkeborg,Low,Minimal,9,4,2025-07-13T18:46:33.272557,0.88,True,General,483.51855586794824,0.9277843904929907
F000175,2025-07-16T06:33:00.211453,200.2,Configuration drift,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,40,4,2025-07-16T10:04:46.417319,3.53,False,General,1984.9928465742455,0.26254362912651796
F000176,2025-07-12T03:54:09.434900,150.4,Multiple customer complaints,Major,FIBER,Cisco ASR9000,Aarhus North,Medium,Moderate,294,33,2025-07-12T12:37:17.495298,8.72,False,General,11428.898526673604,0.7693030580730775
F000177,2025-08-10T04:36:53.415042,812.3,Underground cable damage,Cable Fault,COAX,Arris E6000,Aarhus North,High,Severe,3434,89,2025-08-11T00:50:52.069799,20.23,False,Specialist,192073.59930734022,0.8792929813588052
F000178,2025-07-20T14:04:48.375032,500.3,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Esbjerg South,Low,Minimal,25,4,2025-07-20T16:55:47.214807,2.85,False,General,664.052380358167,0.6432008268818514
F000179,2025-07-01T20:27:15.784200,100.1,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Aalborg East,Low,Minimal,7,3,2025-07-01T21:53:39.945870,1.44,True,General,633.4460827464103,0.7279306408090086
F000180,2025-09-27T16:39:59.126739,900.1,Power supply fluctuation,Major,COAX,Casa C100G,Copenhagen Central,Medium,Moderate,201,17,2025-09-27T21:19:59.781256,4.67,False,General,10006.440343663891,0.7451333314367727
F000181,2025-09-07T19:16:36.717942,815.5,Cable cut detected,Cable Fault,COAX,Casa C100G,Kolding,High,Severe,3424,298,2025-09-09T06:34:26.090911,35.3,False,Specialist,242575.44802301677,0.9283967098871837
F000182,2025-09-15T19:26:14.712498,100.1,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,45,4,2025-09-15T20:40:35.174863,1.24,False,General,3063.54484522771,0.9271715073870824
F000183,2025-08-25T09:08:49.279214,813.1,Underground cable damage,Cable Fault,COAX,Cisco cBR-8,Kolding,High,Severe,4138,186,2025-08-25T17:38:44.997624,8.5,False,Specialist,143993.35371549023,0.7044872253082346
F000184,2025-07-21T13:44:41.751719,300.5,Configuration drift,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,50,3,2025-07-21T16:25:48.262943,2.69,False,General,702.3060913758791,0.3141289847607005
F000185,2025-07-24T08:47:22.750677,800.3,High error rate on interface,Major,FIBER,Juniper MX960,Aalborg East,Medium,Moderate,316,27,2025-07-24T16:32:45.022788,7.76,False,General,24334.171947376122,0.7054951302394121
F000186,2025-09-14T21:06:12.432669,400.1,Configuration drift,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,12,4,2025-09-15T00:52:29.197312,3.77,False,General,218.44346627991,0.9394164820280428
F000187,2025-08-04T16:36:47.383883,150.4,Temperature threshold exceeded,Major,COAX,Casa C100G,Horsens,Medium,Moderate,335,32,2025-08-05T01:18:52.927704,8.7,True,General,22031.66121039141,0.7057304060230394
F000188,2025-09-06T12:19:09.522585,100.1,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,23,5,2025-09-06T13:44:11.580318,1.42,False,General,1169.6242166606735,0.6151271921855939
F000189,2025-08-15T23:39:51.750864,500.3,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Esbjerg South,Low,Minimal,50,5,2025-08-16T03:00:16.110301,3.34,False,General,658.0109999963432,0.7817520569396168
F000190,2025-08-14T14:31:50.638398,300.5,Signal level deviation,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,27,4,2025-08-14T17:06:09.724291,2.57,True,General,844.0909295684729,0.9931149311432673
F000191,2025-07-20T02:56:53.418735,150.4,Multiple customer complaints,Major,FIBER,Nokia 7750,Silkeborg,Medium,Moderate,265,17,2025-07-20T08:53:39.194082,5.95,False,General,10236.330640609192,0.7556031970637527
F000192,2025-09-06T02:51:35.823904,500.3,Signal level deviation,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,34,5,2025-09-06T04:23:42.740616,1.54,False,General,2522.1412552727356,0.32853219626523056
F000193,2025-08-15T05:14:19.527303,700.2,Multiple customer complaints,Major,FIBER,Nokia 7750,Copenhagen Central,Medium,Moderate,104,13,2025-08-15T16:16:33.220456,11.04,False,General,7183.252524111846,0.6796994799809282
F000194,2025-07-13T08:43:37.877545,150.4,Power supply fluctuation,Major,COAX,Harmonic CableOS,Vejle,Medium,Moderate,163,11,2025-07-13T13:49:00.884188,5.09,False,General,11138.504227144256,0.49604526766629103
F000195,2025-08-05T01:07:16.654698,200.2,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Roskilde,Low,Minimal,31,5,2025-08-05T05:02:08.008698,3.91,True,General,526.263205527392,0.16825866303158457
F000196,2025-08-14T12:56:45.524990,400.1,Signal level deviation,Minor,COAX,Harmonic CableOS,Kolding,Low,Minimal,15,5,2025-08-14T15:20:51.474294,2.4,False,General,1347.9238256306728,0.3893060788677418
F000197,2025-09-11T20:13:30.043716,800.3,High error rate on interface,Major,FIBER,Juniper MX960,Kolding,Medium,Moderate,158,49,2025-09-12T07:17:49.703062,11.07,False,General,5758.615119000366,0.6959325319969155
F000198,2025-07-03T10:34:37.465977,900.1,Temperature threshold exceeded,Major,COAX,Arris E6000,Aarhus North,Medium,Moderate,220,32,2025-07-03T12:53:08.578345,2.31,False,General,18776.24025661266,0.5429967776732472
F000199,2025-09-19T08:26:24.230841,500.3,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Odense West,Low,Minimal,28,5,2025-09-19T09:01:37.954708,0.59,True,General,1152.4510618008746,0.8880359280811025
F000200,2025-08-31T03:31:40.091862,816.1,Underground cable damage,Cable Fault,FIBER,Juniper MX960,Aalborg East,High,Severe,2639,367,2025-09-01T23:41:04.111763,44.16,True,Specialist,115549.33696737722,0.8639656901929081
F000201,2025-09-26T13:29:36.778230,100.1,Routine maintenance alert,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,3,1,2025-09-26T16:31:27.176584,3.03,True,General,275.8854600024548,0.14345997332896387
F000202,2025-08-21T03:10:25.063199,150.4,Temperature threshold exceeded,Major,COAX,Harmonic CableOS,Silkeborg,Medium,Moderate,328,23,2025-08-21T08:40:57.572746,5.51,False,General,25540.168016520507,0.4217375159691701
F000203,2025-07-03T13:14:51.930174,200.2,Configuration drift,Minor,COAX,Arris E6000,Roskilde,Low,Minimal,46,1,2025-07-03T17:03:45.921328,3.81,True,General,692.773942356599,0.2274496235232098
F000204,2025-08-30T10:43:25.347652,800.3,Power supply fluctuation,Major,COAX,Cisco cBR-8,Kolding,Medium,Moderate,258,20,2025-08-30T13:11:44.698402,2.47,True,General,7825.226340590939,0.7588475004653816
F000205,2025-09-02T03:13:53.739903,100.1,Configuration drift,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,18,5,2025-09-02T05:21:36.031690,2.13,True,General,867.6277578863303,0.8852329994886354
F000206,2025-09-17T04:33:13.366745,400.1,Routine maintenance alert,Minor,FIBER,Juniper MX960,Copenhagen Central,Low,Minimal,24,1,2025-09-17T08:15:19.805744,3.7,False,General,778.017657377967,0.5894522886444811
F000207,2025-08-05T07:34:36.305326,813.1,Fiber break in main trunk,Cable Fault,COAX,Casa C100G,Horsens,High,Severe,1042,384,2025-08-06T14:31:41.144190,30.95,False,Specialist,43594.88685449626,0.8919218337547068
F000208,2025-07-04T10:45:29.452001,816.1,Underground cable damage,Cable Fault,COAX,Casa C100G,Aalborg East,High,Severe,4942,103,2025-07-06T03:44:31.960592,40.98,False,Specialist,214150.34232974786,0.9862932292253791
F000209,2025-08-15T15:35:20.071689,813.1,Fiber break in main trunk,Cable Fault,COAX,Cisco cBR-8,Horsens,High,Severe,3178,364,2025-08-16T13:53:29.670816,22.3,False,Specialist,163104.86835949923,0.9677537357595356
F000210,2025-08-13T20:15:55.596759,100.1,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Silkeborg,Low,Minimal,21,4,2025-08-13T22:02:15.752654,1.77,True,General,1993.0552192386447,0.7021923544633165
F000211,2025-08-22T23:31:00.022295,100.1,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,9,2,2025-08-23T02:21:48.314854,2.85,True,General,171.05297075022077,0.4949311729369955
F000212,2025-07-16T23:11:32.230747,300.5,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Aarhus North,Low,Minimal,35,0,2025-07-17T01:42:30.980573,2.52,True,General,1246.0365862309345,0.25980251226874657
F000213,2025-09-17T10:06:24.369664,200.2,Configuration drift,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,43,4,2025-09-17T13:28:30.401326,3.37,False,General,582.7019915768167,0.6388821349812881
F000214,2025-09-12T19:57:41.998949,300.5,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Aalborg East,Low,Minimal,1,5,2025-09-12T23:41:17.409952,3.73,False,General,65.93681094914048,0.9801554425832073
F000215,2025-08-11T15:02:26.762200,200.2,Configuration drift,Minor,COAX,Arris E6000,Roskilde,Low,Minimal,41,2,2025-08-11T17:02:14.207763,2.0,False,General,1757.795795993167,0.12239767498870698
F000216,2025-07-18T01:44:00.927516,815.5,Aerial cable fault,Cable Fault,COAX,Cisco cBR-8,Odense West,High,Severe,3395,304,2025-07-18T23:56:45.743745,22.21,False,Specialist,222888.57305786625,0.7294095445785745
F000217,2025-07-16T00:52:38.610752,600.1,Power supply fluctuation,Major,COAX,Arris E6000,Odense West,Medium,Moderate,275,47,2025-07-16T10:38:20.295238,9.76,True,General,25186.084392197186,0.7676840749420968
F000218,2025-08-10T21:40:00.752503,300.5,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,38,0,2025-08-10T23:58:57.717882,2.32,False,General,3247.4870920282733,0.5887232870080201
